id,title,writer,datetime,question,answer
3272,뻔뻔하다 라는 말에 윤석열이 먼저 떠오르는데,담,2022.01.21,분명 좌파의 특성이였는데 말이죠참으로~ 희한하네요~ ^^,面厚心黑 중국제왕학
3271,오늘 대구 사무실로 선물 하나 보냈습니다,로망,2022.01.21,스트레스 받지 마시고힘내세요,고맙습니다
3270,윤의 망신주기 정치에 그만 당하셔야 합니다.,하늘모모,2022.01.21,"경선 내내 윤과 그 측근들의 망신주기 정치에 당하셨고,대선 정국에서도 윤의 망신주기 정치가 계속 이어지고 있습니다.  이제 윤석열 그만 놓으실 때도 되지 않으셨나 합니다.  혹시라도 이번 사태를 봉합하시고, 선대위 참가하신다고 하더라도, 홍 대표님 망신주기 공격은 멈추지 않습니다.  저들의 목표는 홍 대표님을 만신창이로 만들어 정계 퇴출시키는 것입니다.그래야 자기들 부패한 기득권 세력끼리 다 헤쳐먹지 않겠습니까?  한국갤럽에는 안철수가 17%라고 하고,다른 조사들은 20%를 바라보고 있는 것 같습니다. 안철수 지지를 말씀드리는 것이 아니라,윤을 도와야 한다는 책임감을 그만 내려놓자고 말씀드리는 것입니다.  윤x김X내시들이 국가에 끼치는 해악이 이재명 못지 않습니다.특히 청년들이 불안해하고 걱정합니다.",내시들이 준동해도
3269,어제아침  이준석 인터뷰를 보면  앞장서서 대표님을 음해하고 있습니다.,Add,2022.01.21," 아래는 어제 7시경인가? 아침방송에 나와서 인터뷰 한겁니다.          ""1번 조건은 결국 본인 사람 쓰라는거다. (비웃음)소값이라고 할까요.. 홍준표대표의 합류가 실제 선거에 어느정도 도움이 되는지 우리후보가 객관적으로 판단할거다나는 합류조건으로 내민게 없다. 내가 얼마나 사심이 없는 사람인가? 나같은 사람 이세상에 없습니다. 제가 홍준표님의  합류가  원팀을 위해서 필요하다고 했지만 ,현재 우리후보의 지지율도 좋고 우리후보가 잘나가는 입장에서 받을까 싶다.못나갈때면 모르겠지만 우리가 지금 잘나가는 상황에서 홍준표를 받아서 변화를 줄 이유가 있을지 고민할것 2번 요구사항은 나중에 민주당에서 처갓집 비리로 시비걸때 홍준표 본인의 역할이나 기여로 할려고 걸어놓은거 같은데후보도 이미 낮은 자세로 하고 있고 배우자도 낮은자세로 임하고 있는데 굳이 더 낮아 지는게 의미가 있을까?""   ---------------------------- 대표님 어제일은 이준석이 아침방송에서  먼저 포문을 열고그 밑에 윤핵관이 일을 키우고 김건희측이 움직이는 언론 이용해서 언플한걸로 보입니다.  윤핵관 만의 문제가 아니에요. 이준석 인터뷰보면  욕심많은 홍준표란 식으로 디스를 먼저 한뒤에 소값이 떨어진 상태의 홍대표님은 필요없단식으로 반복적으로 말하고 있었어요.   윤핵관의 실체는 김건희고  김건희 핵심 관계자가 되고 싶어서 윤핵관 타령하는게 이준석입니다. 윤핵관 몇명만 없으면 직통으로 김건희 핵심 관계자가 되어서 권력을 독차지할수가 있으니깐요. 자기가 죽을거 같을땐 손내밀더니지지율 올라가고 자기 기반이 올라가니 누구보다도 먼저 앞장서서 홍대표님을 묻는데 나서고 있습니다.  전략공천 이야기는 이미  1월 9일자 이후 여러 기사에서도 나온것인데어제 아침에 저런 인터뷰 한뒤에  전략공천이란건  구태란 식으로 다시한번 인터뷰하며 대표님을 모해하는것보니김건희를 상왕으로 모시는 이준석이 어제일의 주동자로 보이네요.    대표님 이글에 대한 답변은 하실 필요 없습니다. 알려드려야 할거 같아서 적은 글이에요.",왔다갔다 해요
3268,"국민의힘 당대표, 이준석에 대해 여전히 긍정평가하고 계시나요?",올리비아벤슨,2022.01.21,"대표님,김종인계•새보수계의 '대표상품','펨코 대통령' 이준석을여전히 '당의 어른'이라고 생각하시나요?모든 2030 남성이 이준석과 국민의힘, 그리고윤석열을 지지하고 있는 걸로 생각한다면, 오산일텐데, 뭐가 그렇게 자신만만한건지...솔직히 김종인의 젊은 버전이 아닌가, 저는 그렇게 바라보고 있습니다.",제잘난맛에 사는게 인생인데
3267,윤석열 대선 필패후 김건희 음해사주 슈퍼챗받은,홍페페,2022.01.21,틀튜브 및 언론사 기회주의 구태들이홍준표 대표님께 책임전가는 못하게 됐습니다.이젠 The dirty 에겐 눈길도 주지마십시오.윤석열에 줄 선 미친 언론은 홍대표님 음해에 열을 가해도 정작 화살은 윤석열 인간 자체의 교활함과 비열함 깨끗한 척 거짓말하는 것 까지를들춰내네요. 그리고 윤핵관 구태들의 오로지 자기 자리사수의지.어찌하든 무당 덮으려고어찌하든 처가 비리 덮으려고저런 짓도 하다니... 윤도리는 보는 사람 마저 고개를 절레절레흔들게 합니다.괜히 윤도리가 아님.민심:  회동을 공천조건으로 모는 뉴스보던 부모님.도리어 홍준표걱정.윤 썩을 놈이 덫을 걸었다고.민심과 천심인 홍의원님 똑똑한 국민들은 다 압니다.힘내세요.개가 짖어도 기차는 간다.,그정도 덫에 잡힐 사람 아닙니다
3266,제2의 김형오는 권영세 !!,좋아해홍,2022.01.21,사내끼리 나눈 대화를 째째하게 쪼잘쪼잘 권영세한테 일러바치는 윤석열은 정말 쥴리가 조정하기 쉬운 인물인게 확연이 들어났고그내용을 또 기자들 불러놓고 인민재판 해버리는 권영세의 주둥아리를 미싱으로 박고 싶어요 !!!대선승리를 생각해야 되는 상황에서 인민재판 해버리는 권영세야 말로 내부총질이 아니라 메머드급 내부폭탄 투척질했네요...,그래도 제 잘난 맛에
3265,홍반장님 힘내세요 저희가 지금 해드릴 수 있는건 응원밖엔 없는 것 같네요,그거아니죠~,2022.01.21,"정치가 알면 알수록 참 요지경이네요. 지난 26년 동안 얼마나 고생이 많으셨나요.요즘 정치판 돌아가는걸 보면 지난 세월 독고다이 홀홀단신으로 저런 아사리판에서 어찌 버텨오셨을지 참 눈물이 앞을 가립니다.슬프지만 지금 저희가 해드릴 수 있는건 위로와 응원 밖엔 없는 것 같네요. 비록 당장 큰 도움은 못 드릴지언정 저는 무슨일이 있어도 홍반장님 편입니다. 그것만은 꼭 알아주세요.그러니 정치 입문하실때 하셨던 인터뷰 그때 그 마음 변치 않으셔서 꼭 우리나라 정치판 그리고 우리나라 좋은 나라로 만들어주세요.홍반장님이 하셨던 말씀처럼 착하고 성실하게 사는 사람이 복받는 나라, 홍반장님 부모님 같은 분들이 잘사는 나라 꼭 만들겠다던 그 꿈 꼭 실현시켜주세요. 저도 그런 나라에서 살아보고 싶습니다. 저의 유일한 희망이십니다.비가 오나 눈이 오나 옆에서 응원하겠습니다. 항상 감사드립니다.지지자 올림.",고맙습니다
3264,참 정치판이란게 환멸이 납니다.,레타,2022.01.21,"먼저 죄송하단 말씀 올리겠습니다. 전 16년도엔 촛불을 들었고, 17년도엔 현 문재인 대통령이 당선되도록 표를 준 사람입니다. 당시엔 지금의 대표님을 몰라뵈었습니다. 5년동안 참 많은 후회를 했습니다.  말은 번지르르하게 출발한 이 정부도 막상 까보니 더 더럽고 역겨웠습니다.  이번 정부가 출범하고 일본으로 유학을 다녀온 친구는 어차피 끼리 끼리 해먹는건 똑같다고, 정치 무관심층으로 돌아섰고, 한국에 남아있던 다른 친구는 부모님의 영향으로 민주당은 좀 깨끗할까 기대를 했었지만 여지없이 그 환상이 무너져 내려 더 이상 정치인들에게 그 어떤 일말의 기대감도 품지 않겠다, 다 똑같이 더럽고 자기들 밥그릇만 챙기는 족속들이다라고 선언을 했습니다. 참 가슴이 아픕니다. 이 친구들은 최소한 대한민국이 정의롭고 공정하고 세계 어디에서도 부끄럽지 않고 떳떳한 나라가 되길 바랬던 친구들입니다. 하지만 그 기대가 여지없이 무너져 내렸고, 더 이상 기댈곳이 없다고 느껴 방황하는 친구들입니다. 그리고 저 또한 이 친구들과 마찬가지였습니다.  그나마 현재 이 정부에 환멸을 느껴 지금 국민의힘 경선 과정에 관심을 조금씩 갖던 중 대표님에 대해 알아보았고, 지금에 와선 제 인생 최초로 커뮤니티라는 것을 접하게 되었습니다. 대표님, 지금의 대한민국은 어디로 가고 있는걸까요.  참 현실과 미래를 생각하면 답답하고 먹먹하고 슬퍼집니다.  당장 국외의 상황을 살펴보면 이러고 있을 순 없는데 왜 자꾸 자기들 밥그릇만 챙기지 못해 안달인가 싶어 너무나 답답합니다.  진정으로 이 나라에 나라를, 국민을 생각하는 정치인은 더 이상 안나오는걸까요? 어젯밤부터 이 생각이 머릿속을 떠나지 않아 참 서글픕니다. 전 선대위원장 김종인님의 말씀이 틀린게 없다 싶습니다. 우리나라의 국운이 다 한 것 같습니다.  그럼에도 이대로 주저 앉아 있을 수 만은 없겠죠. 당장은 살아야 하니까. 또 앞으로 나아가야만 하니까.  참 어려운 길에서 꿋꿋이 버텨주셔서 감사합니다. 지켜보는 저희가 이런데 직접 지켜보고 계신 입장이 어떠실까요. 전, 대표님이 대통령으로 계시는 나라의 국민이고 싶습니다.  꿈이란 단어를 좋아하시는 것 같은데 전 개인적으로 꿈이란 단어가 양면성이 있는 것 같아서 꿈이란 단어보단 희망이란 단어를 더 좋아합니다.  아직까지 저 희망을 버리지 않았습니다. 그렇기에 간절히 바라고, 그리고, 또 가슴 깊이 믿고, 또 소망해 봅니다.  대한이 지나고 추위는 좀 누그러 들었다지만 미세먼지가 심하다고 합니다. 말씀하시는거 들어보니까 호흡기 쪽이 약하신거 같던데 늘 유의하시고 건강하시길 바라겠습니다.",고맙습니다
3263,혹시 저희 칼럼 읽으시나요?,하늘길,2022.01.21,읽어주시면 좋겠어요,읽습니다
3262,판사는 이회창처럼,강한대한민국,2022.01.21,변호사는 노무현처럼 검사는 홍준표처럼 이란 말이 옛날 법조계에서 나돌았다고 합니다.홍반장 님께서는 어떻게 생각하시나요?,과분합니다
3261,이젠 정파를 떠나,dhykr,2022.01.21,"국가적 담론만 언급하셔야 합니다.당에 미련이 있는 듯한 언급은 삼가하셔야 한다고 생각합니다.윤석렬에게서도 완전히 벗어 나셔야 합니다.탈당은 아니라도, 국힘에서도 벗어나셔야 합니다.이제 모든 정치적 빚이 없다 하셨습니다.그렇습니다.자유인이 되십시오.윤이 이기면 형님이 쉬실 곳은 국힘에 없습니다. 지면 국힘은 사라지겠지요.당에 미련을 가지지 마십시오.대한민국은 스트롱맨  홍준표가  필요합니다.두 비리 후보에게 관용을 베풀지 마십시오.",좋은 말씀 새겨 듣겠습니다
3260,어차피 대선은 명분싸움,사발통문,2022.01.21,대의명분을 위해 달려가는 중어떤이든 파멸의 명분을  어떤이는 판세역전의 명분을 어떤이는 몰락의 명분을 만들어 가고 있는거 같습니다.가장 강력한 명분인 국민들이 납득하고  그힘을 바탕으로  정치적명분이 서는날  뒤집어 집니다     지금 보이는게 다가 아니다가 맞습니까?  준표형 : 글세요 ^^,글쎄요
3259,홍햄 결국엔 또,공수처,2022.01.21,홍준표가 옳았다 하면서 후회하는 사람들 많을겁니다 항상 응원합니다홍햄은 결국 또 이 고난을 이겨낼거라 믿습니다 그게 홍준표 아니겠습니까?,이 또한 지나가리로다
3258,윤석열이 잘 하는 것. 티조양아치.,홍페페,2022.01.21,"양아치 윤석열. 옹호에 열을 올리네요.포커싱은 오직 공천에 맞춰.윤석열 처가 비리는 안보이나 보죠?진짜 천하의 몹쓸 사람들이란 생각밖에. 윤석열은 장점이 1도 없으니, 탄압받는 쇼로 지지율 올리더니 이젠 처가비리 무당심취가 들어나니 생사람 잡으며 이슈덮기를 시전하네요.한 가지 더 잘 하는 것 발견.뒷통수치기.윤석열 잘하는 것1. 표정변화없이 거짓말하기2. 다 자기 문젠데 남탓하며 선대위 해산시키기3.이슈로 이슈덮기4.뒷통수처서 이슈 전환시키기     윤석열이 생사람 잡기 원래 잘하는 진 알았는데뒷통수치기도 잘 하네요.좌파들 다 이해 안가는데윤석열 싫어하는 지는 알 듯.윤석열의 가장 잘하는 것은 저 넷 중 뭐라고생각하세요?",글쎄요
3257,이번 사건의 윤석열,명화,2022.01.21,비공개 만남후 조건 답안하고 여론에 그짓한거이제 인성도  없는자라고 보겠습니다홍카가 설득해도 더이상 아닙니다,글쎄요
3256,윤과 회동에서 홍 대표님이 간과하신 것,하늘모모,2022.01.21,"이번 윤과 회동에서 홍 대표님이 간과하신 것은,윤 본인과 아내, 및 캠프에서 홍 대표님의 조언을 받아들이고 소화할 준비가 전혀 없다는 것입니다.  아무리 좋은 조언도, 상대방이 이를 받아들일 준비가 안되어 있으면, 이번처럼 반발과 역효과만 불러올 수 있습니다.  앞으로는 조언을 하시기 전에, 윤 본인과 아내, 캠프 실세들이 그 조언의 수준에 맞는 준비가 충분히 되었는지 확인하실 필요가 있습니다.  준비가 안되었다면, 아무리 압박이 있더라도, 준비가 되었다는 확신이 설 때까지 기다리셔야 합니다.   대선 투표일이 임박해서 아무리 압박이 들어온다고 하더라도, 준비가 되어 있지 않다면, 기다리셔야 합니다. 설령 투표일 전날까지도 상대가 준비가 되어 있지 않다면, 아무리 안타깝더라도 홍 대표님이 도울 수 있는 방법이 없습니다.  제 생각에는, 윤과 그 캠프에서 홍 대표님의 조력을 받을 준비가 될 일은 3.9일 전에는 없을 것 같습니다.",좋은 조언
3255,정치 신인 홍준표에게,d913,2022.01.20,타임머신을 타고과거로 돌아갈 수 있다면해주고 싶은 말은 ?,그냥 변호사로 있을걸
3254,홍반장님,홍삼만세,2022.01.20,스트레스는 어떻게 푸시나요?최근 정말 많은일들이 있으셨는데 걱정이 됩니다,산책
3253,준표형 소신발언 합니다,윤짜장,2022.01.20,저는 안철수로 단일화를 하든 후보교체를 하든 해야지 대선 인정하고 대선 등록을 받아들일 거 같습니다 이제는 국민들은 범죄자 그리고 범죄자 가족 범죄자 정치인들에게 등을 돌렸습니다국민들이 이나라 주인입니다 이걸 만약 보시면 꼭 국민들을 위한 판단을 내려주십시요 후보를 해달라고 강요드리는 것이 아닌 진심으로 나라를 다스릴 수 있는 자격이나 그런 행동을 하는 사람들이 대선자격을 받을 수 있게 해주십시요 마지막 말을 마치면서 저는 이번에 올바르게 대선해서 정치 끊고 학업에만 매진하고 싶습니다,답답하긴 마찬가지
3252,오히려 좋은 기회다,감사합니다,2022.01.20,썩어빠진 국힘 쓰레기들을 정리할 수 있는 좋은 기회가 오고 있네요!ㅎㅎ하늘이 계속 지켜 보고 있습니다손바닥으로 하늘을 가릴 수 있나요?이제 준표형이 쓰레기 청소 할 시기가 점점 다가오니 너무 두근두근 거립니다!!ㅎㅎ,난지도 하치장이 되면 다 죽는데
3251,두템포 빠른 홍카,현근택,2022.01.20,홍반장님께서는 어떤 결정이나 하신 판단을 꿋꿋하게 참고 견디고 지키는 스타일이다. 그런데 그런 판단의 속도가 두템포 빠르다. 그러다보니 공감을 사는데 어려움이 있고또 포장 없이 있는대로 정면 승부를 하시다보니 정치적 손해를 많이 보신다.홍도는 잘 있느냐 저자이신 이필형님께서 말씀하신 내용입니다.제가 홍카를 지지하면서 느낀 부분과 완전히 일치합니다..지금도 비슷한 상황이라 참 속상하기도 하고 이렇게 뚜벅뚜벅 옳게 가시는 홍카가 정말 멋지신데국힘에서는 권모술수로 홍카를 이상하게 몰아가고 대중들은 그에 휩쓸리니 너무 속상하고 답답합니다.하지만 어쩌겠습니까이게 홍반장님이신데뚜벅뚜벅 바른 길을 걷는 홍카 존경합니다.시간이 흘러 진실이 밝혀져서 홍카가 다시 재평가 받을 때까지 속상하지만 기다리겠습니다.힘내세요 반장님.,그래도 기차는간다
3250,답답합니다,자유시민,2022.01.20,지지자로서 답답합니다.대표님도 참 오늘같은날은 정치인이 싫지요? 제눈엔 윤핵관이나. 윤석열이나 똑같습니다. 옛말에 끼리끼리 어울린다 햇습니다. 전 보수주의자 입니다.  20년동안 단한번도 민주당 찍은적없는  우파꼴통입니다그런 제가 안철수를 지지할려고 합니다.  이게 차악입니다.  그나마 대한민국을 정상으로 돌려줄 희망이라 판단햇습니다.   대한민국을 위해 윤석열은 못뽑습니다.  대표님도 이제 국힘당에서 고만하셧음 합니다대다수 국민은 보수정당으로 이제 국힘을 인정하지 않습니다.,글쎄요
3249,자기들 🍚 밥그릇 깨질라 안절부절,강한대한민국,2022.01.20,윤 후보와 회담에서 '국정 운영 담보할 만한 조치'를 부탁했고그중 하나가 지역 공천일 뿐인데어째 뉴스와 당내에선 J형과 이진훈 청장 공천에만 포커스가 맞춰지더군요.다들 나라 걱정은 안 하고 자기들 밥그릇 깨질까 안절부절하는 게 답답합니다.나라 걱정은 아니어도 적어도 이재명 후보를 확실히 이길 궁리를 해야 하는 거 아닌가요?,글쎄요
3248,윤석열은 벌 받을 겁니다.,홍페페,2022.01.20,"사람은 죄를 지으면 벌을 받는데,윤석열은 남은 인생 무고한 사람들 피눈물나게 한 죄 남은 인생동안 받을 겁니다.윤석열이 검찰 백이 든든하다고 사람이 아니진 않잖아요. 어이없는 언론 플레이 역시나 과간입니다. 가까이 있으면 화만 당할 겁니다.도와주려고 만나줬더니 이 무슨 화인가요.가까이 가지 마세요.",선의가 악의로 둔갑
3247,윤석열 더 이상 도와주지 마세요,애니프사,2022.01.20,항상 자기 부하들 시켜다 뒤통수나 치는 놈입니다.그러니 문재앙 칼잡이 하면서 주제에 맞지도 않는 검찰총장까지 한 겁니다.그냥 스스로 몰락하게 두세요.,안타깝습니다
3246,우리의원님은 옳지 않은 일을 하시는 분이 아닙니다,홍준표가대통령,2022.01.20,윤은 방자합니다 망하던 말던 이제 완전 손을 놓아야 합니다우리 의원님은 남 눈치보며 여론 살피며 옳지 않는 일을 하시는 분이 아닙니다.,선의가 악의로 포장되면
3245,"지금 홍준표로 후보교체해도 찢상대로 50%대는 갑니다. 쉽게 이길대선을 국힘당 국회의원들 윤핵관,윤석렬이 망치고 있습니다. 국민없는 대선~ 천벌받을 인간들...",태영2027,2022.01.20,"저희 가족은 이번선거 보이콧합니다. 절대로 양심상 찢,항을 못뽑겠네요~정권교체가아니라, 정권교대라 더더욱 보이콧합니다. 어짜피 힘든건 국민몫입니다.준표형을 이용하려는 꼼수 절대로 용서 못합니다. 국힘당 비겁하고, 나쁜것들...똥물에 들어가지 마세요~  국민이 다보고있습니다.",못들어오게
3243,"국정능력 담보가 안된다면, 당분간 관망을",하늘모모,2022.01.20,"국정능력 담보가 안된다면,선대위 고문직은 다른 분께 맡기시고, 정권교체 성패가 달린 후보 단일화 국면까지는 당분간 상황을 지켜보실 필요가 있다고 봅니다.국민이 단일후보로 선택한 후보가 정권교체에 성공할 수 있도록 적극 나서도 늦지 않다고 생각합니다.",글쎄요
3242,"준표형님, 이번 지선때 전북도지사 한번 나가주세요",홍준표의바람,2022.01.20,그곳에 출마하는 것 만으로도 엄청난 파란을 일으킬 수 있습니다. 내년 대선까지 생각하신다면 이 음모와 험담이 난무하는 현제 보수 지지층들의 비토를 잠재우고 그와 동시에 보수의 맞형으로써 엄청난 메세지도 줄 수 있고 이번 대선과 상관없이 많은 사람들의 본보기가 될 수 있다고 생각합니다. 홍준표 대표님의 그저그런 지지자중 한명이지만 저의 간절한 마음을 한번만 생각해주시면 감사하겠습니다.,현 전북 지사는 대학동기고 제 친구입니다.
3241,홍부지! 윤석열이고 선대위고 만나지말고 저희하고 미팅해요!!!!!!,산도끼,2022.01.20,윤석열 만나봤자 저렇게 비밀이 새나가고 지 고집 부릴건데 만날 이유 전혀없는거 같아요 만나지말고 저희랑 만나서 얘기도 하고 미팅도 가져요ㅎㅎ,조금 있다가
3240,홍반장님 오늘 뉴스에 나오신 것 보고 속상했어요 ㅠㅠ,꿀토마토,2022.01.20,오늘 뉴스에 나오신 것 보고 오랜만에 영상으로 뵈니 반갑고 너무 좋았는데요홍반장님 음성이 너무 기운이 없으신 것 같아 속상했습니다 ㅠㅠ 제가 해드릴 수 있는 건 없지만 그래도 기운내셨으면 좋겠습니다! 그리고 늘 건강하세요 ❤️,고맙습니다
3239,"윤씨부부를 맹목적으로 지지하는 현상, 어떻게 보고 계시나요?",올리비아벤슨,2022.01.20,"http://naver.me/xDMzqYze좋지 않은 이미지로, 계속해서 구설에 오르는 김건희씨를 맹목적으로 지지하고 나서는 사람들의심리는 어떤것일까요?'조국•정경심 수호대'의 똑닮은 모습으로 느껴지는데요. 솔직히 이런 광기, 정말 소름끼치고, 분노가 치솟습니다. 기이한 현상이 아닐수 없습니다.국민의힘•윤석열•이준석은 저런 모습을 부정적으로여기지는 않겠지요? 지지층 결집으로 판단하고 있을테니까요.",글쎄요
3238,초등학생 애기들도 아니고 편식만 하려고 하는 꼴이 참 우습고 짜증납니다,포스코인터내셔널,2022.01.20,"처가비리 엄단도 좀... 최재형같은 꺠끗한 사람 추천도 좀... 이건 무슨 편식하는 초등학생 애기들도 아니고 이것도 싫다, 저것도 싫다 자기들 원하는대로만 주장하는게 참 우습고 짜증나네요. 대체 26년간 어떤 싸움을 해오신건가요... 대단하십니다",평양감사도 자기가 싫으면
3237,종로에 당연히 최재형님이 적임자 아닌가요?,김대중,2022.01.20,저 부분을 공천비리를 저지르는 사람처럼 몰고 가는 게 혐오스럽네요. 최재형 전 감사원장이야말로 문재인 정권 원전 감사 저항에 굴복하지 않으신 분인데 이런 분이 종로를 안 가면 누가 갑니까? 아마 본인들끼리 자리를 대가로 약속을 했나 보네요.,누구라도 공천추천은 할수 있어요
3236,대표님 사과는 받으셨나요??,공수처,2022.01.20,틀튜브들 이용해서 대표님 날조 했는데 거기에 대한 사과는 받으셨는지요..너무 마음이 아픕니다..,개가 짖어도
3235,도와달라 요청해서 조언해주러 갔는데,김흥국,2022.01.20,조언해준사람한테 장사치라고 모욕까지 주는건 엿먹으라는 소리겠지요?..현재 지도부에 선거철학이나 선거전략이 부재한 마당에 전략조언마저 언론에 다 뿌려대면 퍽이나 정권교체 가능하겠네요간디도 그런 상황이였다면 그 자리에서 주먹질 할거라 내 그리 봅니다,기막히다
3234,삼성에서 갤럭시워치 CF모델로,Jtbc여신강지영,2022.01.20,준표형 섭외해야 되는거 아닌가요?ㅎㅎㅎ,그시계 참 좋습니다
3233,대표님께서 항상 끼고 계신 갤럭시워치 이뻐서 저도 하나 구매했어요ㅋㅋ,간장계란밥,2022.01.20,"전 기존에 시티즌 시계만 썼었는데, 갤워치 이런거 전혀 신경 안쓰다가  대표님이 갤워치 끼신게 이쁘고 기능도 좋아보여서 저도 구매했네요ㅋㅋ저한테는 대표님이 갤워치 홍보대사 되셨네요ㅋㅋ",의도한건 아닌데
3232,반장님...,박영수,2022.01.20,"홍카 영향력은 막강해서 모셔와야겠는데그러긴 싫고하니 홍카 이미지를 아주 짓밟아놓네요...어쩜 저럴수가있나요?저렇게 몰상식한 경우는 처음봤습니다.내부에서 홍카 제안을 거절할순있지만언론에 저렇게 익명으로 떠벌리고 이게 진정 홍반장님을 조금이라도 존중하는 행동인가요?저놈들은 사람이 아닙니다.저것들은 최악 중 최악입니다.인간이라고 생각하지마시고 기대를 전혀 하지마시고 경계하십시오 ㅠㅠ스트레스 너무 받으시고 마음 고생 하실까봐 걱정이 많이되네요.반장님, 앞으로 저것들 더 심할것같은데마음 단디하시고... 심신 강건히 하십시오특유의 예쁜 미소 잃지마시구요...",사무총장에게 결제받고 활동한다면 모욕이지요
3231,선대위 고문은 없던 일로..,하늘모모,2022.01.20,"권영세부터, 이양수 대변인, 이준석 대표, 그리고 후보 본인까지 거부했네요.중앙선대위 고문 일은 없던 일로 되어 버렸습니다. 안타깝지만, 이제 더이상의 조언은 불필요해 보입니다.최선의 방안을 제시했건만, 거부되고 공격만 받아서, 더 이상 홍 대표님도 손쓸 수 있는 일이 없어졌습니다.안타까운 일입니다. 이제는 그냥 잘 되기를 바랄 뿐..",그렇게 되어가네요
3230,설날연휴에 대구에 가시나요??,써니입니다,2022.01.20,설에 대구가기로 했는데 있으실지 궁금합니다!!저번에 의원님께서 추천해주신 수성못 가고싶네요😁,서울
3229,준표형은 쉬실때 어떤 유형이신가요?,RonaldReagan,2022.01.20,"방에서 푹 잠을 자거나 음악을 들으면서 말그대로 여유를 즐기는게 좋습니까아니면 밖에 나가서 사람 구경, 활동을 하면서움직이는게 좋습니까?",아무래도 산책하는게
3228,준표형 적이 너무 많아요  ㅠㅠ,0nasty0,2022.01.20,그당은 적이 사방에 있습니다한둘이 아니고요 진짜 온사방 천지에 있어요대통령이 되셔도 무슨일이 생길지모르겠어요...제욕심 같아서는 그냥 당을 나오셨으면 좋겠는데당을 얼마나 사랑하시는지 알기 때문에 무조건 나오세요! 라고 말도 못하겠고준표형 걸음 한발한발 믿고 있지만너무 가시밭길이네요ㅠㅠ오늘도 힘드실텐데 힘내세요,적이 있어야 강해집니다
3227,그냥 윤석열을 포기해주세요,30대처자,2022.01.20,홍할배 욕먹는거 보는거 저희도 너무 힘듭니다.쟤네는 안 바뀌어요. 아시잖아요.실세가 누구인지도 나온 마당에 윤석열 본인이 무슨 선택을 할수있겠습니까?어떤 조언도 하지마시고 물러나계세요.홍할배가 무엇을 해도 이 흐름은 돌이킬수 없습니다.윤석열이 떨어지는게 맞다면 그 또한 지켜볼일이죠.거리두시고 대선 이후를 생각해주세요.지금 이미지 소모되면 안됩니다.저희에겐 이젠 홍준표밖에 방법이 없다는 거 잘 아시잖아요.,당원으로서 내할일은 합니다
3226,윤석열씨가 어제 제안한 카드를 지금 공개하셔야 합니다.,노회찬,2022.01.20,비공개 회담에서 논의된 사안을 윤핵관들이 어제 저녁 언론에 흘렸고오늘 온통 제목이 전략공천 요구했다고 나왔는데저런 비열한 술수 그냥 넘어가지 마시고 지금이라도윤석열씨가 어제 제안한 카드가 무었이었는지 공개하셔야 합니다. 선대본 원팀 합류에 따른 윤석열 측의 선물이 무언지 궁금합니다.,공개할건 다했어요
3225,억울하고 화나시겠지만 끝까지 당을 지켜주십시오.,사마의,2022.01.20," 오늘 홍 대표님이 이야기하신 최재형 전략공천 건이라던가 그런 이야기는 잘 봤습니다 최재형 전 감사원장과의 전략 공천 건은 최 후보님과 합의가 안된 상황에서 이야기했다는 악평도 있겠으나 명분상으로는 타당해 보이나, 대구 중남구는 현재 경선이 치러지는 걸로 확정된 지역이라 그 쪽에 인사를 추천하신 것에 대해선 당 대표의 경선 공천에 관여한다는 내부 총질로 공격을 할 겁니다.  홍 대표님이 억울하시고 답답한 거 압니다. 저도 화나요. 어떻게든 뒤집어 씌우려는 게요. 이게 왜 언론에서 흘려졌는지도 답답을 하고, 그렇네요. 개인적으로 윤 후보의 리스크나 처갓집 비리는 더 이상 말을 하지 않는 게 맞는 듯 합니다. 무조건 내부 총질이 되어서 당과 언론에 이야기가 되니까요. 그리고 만약 돕게 되신다면 이름만 중앙선대위 고문을 하는 거도 방법이지만은 유세를 하시되 윤석열 후보에 대한 언급보다는 이재명 비판을 강하게 하는 게 차라리 맞는 듯 합니다.2030들도 그렇지만, 또 결국엔 6070 당원들 마음을 결국 돌려야 하니까요. 누군가는 국힘 기대를 버려라, 탈당해라 라는 이야기를 하겠지만 이와 같은 경우는 돌이킬 수 없어지고 홍 대표님만 죽어라 공격하려 들 겁니다. 이런 가정을 하는 거마저도 참 답답하고 그렇네요.   이제는 홍 대표님께서 동지를 정말 많이 만들고 당당하게 본인이 나는 친홍준표다 라고 이야기할 수 있는 정치인들이 많아졌으면 좋겠습니다. 홍 대표님 혼자서 모든 걸 다 하셔서 항상 손해 보고 상처를 많이 입으시는 듯 합니다. 정말 앞일이 잘 되었으면 좋겠습니다. 응원합니다.",상처입는게 두려워서 말못하면 홍준표가 아니지요
